var23_xgb_sfbs,mtly
0.028723117,0.0
0.038959567,0.0
0.012576368,0.0
0.028646754,0.0
0.086194694,0.0
0.017224092,0.0
0.440943,1.0
0.15355487,0.0
0.06605692,1.0
0.15654287,0.0
0.0877236,0.0
0.047378488,0.0
0.013371265,0.0
0.086645424,0.0
0.012210883,0.0
0.07493854,0.0
0.08498129,0.0
0.3305062,0.0
0.21491188,0.0
0.03997094,0.0
0.07894397,0.0
0.5993337,1.0
0.027533188,0.0
0.31002802,0.0
0.37983692,1.0
0.033564746,0.0
0.03510694,0.0
0.1233503,0.0
0.11019632,1.0
0.1371601,1.0
0.08758399,0.0
0.5269974,1.0
0.22933209,1.0
0.008051511,0.0
0.123455994,0.0
0.01142284,0.0
0.21748,0.0
0.027517345,0.0
0.01218926,0.0
0.012027682,0.0
0.018877026,0.0
0.4207126,1.0
0.0064031095,0.0
0.009188093,0.0
0.036916338,0.0
0.08822637,1.0
0.35190013,1.0
0.072229095,1.0
0.06676391,0.0
0.0340695,0.0
0.5738877,0.0
0.028880293,1.0
0.04204097,0.0
0.109579146,0.0
0.009632676,0.0
0.5977828,3.0
0.6583651,1.0
0.032094114,0.0
0.106852,0.0
0.0062295436,0.0
0.0173821,0.0
0.18351872,0.0
0.007858781,0.0
0.057426844,0.0
0.07753142,3.0
0.03255343,1.0
0.025356866,0.0
0.2417277,0.0
0.13033357,0.0
0.03201685,0.0
0.09150958,0.0
0.12716965,0.0
0.066400185,0.0
0.4748141,0.0
0.05869371,0.0
0.05131485,0.0
0.3153339,0.0
0.008136668,0.0
0.042966858,0.0
0.05335349,0.0
0.027533004,0.0
0.06690847,0.0
0.018533321,0.0
0.016632713,0.0
0.045143463,0.0
0.17453548,0.0
0.03335898,1.0
0.06838916,0.0
0.042683825,0.0
0.033667903,0.0
0.013342369,0.0
0.06697809,2.0
0.008241899,0.0
0.01611533,0.0
0.014548424,0.0
0.13394503,0.0
0.35540465,3.0
0.04920656,0.0
0.074453644,0.0
0.30967483,0.0
0.011616718,0.0
0.33252272,1.0
0.21297938,0.0
0.14060234,0.0
0.14867476,0.0
0.06917784,0.0
