var20_xgb_sfbs,mtly
0.0013850544,0.0
0.001933789,0.0
0.0013905347,0.0
0.0014205173,0.0
0.0017357531,0.0
0.0013284107,0.0
0.0015452949,0.0
0.06182007,0.0
0.0021440631,0.0
0.04490946,0.0
0.05565275,0.0
0.0015303282,0.0
0.0013451679,0.0
0.0012993786,0.0
0.0013403491,0.0
0.0020252804,0.0
0.0014795384,0.0
0.0016722326,0.0
0.0022092778,0.0
0.00209117,0.0
0.0020797877,0.0
0.0016274521,0.0
0.0022861396,0.0
0.0014109947,0.0
0.001507049,0.0
0.0013603364,0.0
0.0017151355,0.0
0.0019768379,0.0
0.0013586818,0.0
0.0014280437,0.0
0.001314635,0.0
0.002182324,0.0
0.0021519514,0.0
0.0019306669,0.0
0.002148841,0.0
0.0018250924,0.0
0.00278409,0.0
0.0013093675,0.0
0.0013091579,0.0
0.00134045,0.0
0.0014896543,0.0
0.0015917443,0.0
0.0013496573,0.0
0.0013452965,0.0
0.0013015394,0.0
0.0013398469,0.0
0.002412896,0.0
0.0014100624,0.0
0.0013323658,0.0
0.0013871473,0.0
0.0025600574,0.0
0.0013348268,0.0
0.0023681622,0.0
0.0016737306,0.0
0.0013474494,0.0
0.0034953607,0.0
0.0016294693,0.0
0.0013017717,0.0
0.0020819362,0.0
0.001700227,0.0
0.0013461745,0.0
0.0017689207,0.0
0.0012993786,0.0
0.0018565005,0.0
0.001335011,0.0
0.0013332354,0.0
0.0019790104,0.0
0.0018766428,0.0
0.0021843724,0.0
0.0013108136,0.0
0.0019149994,0.0
0.0020233095,0.0
0.0019317634,0.0
0.0032516923,0.0
0.0019221078,0.0
0.0013396459,0.0
0.0015974462,0.0
0.0013395757,0.0
0.0020252804,0.0
0.0014408447,0.0
0.0013688151,0.0
0.359241,1.0
0.0024733443,0.0
0.0013911128,0.0
0.0013423932,0.0
0.0018553664,0.0
0.0013752112,0.0
0.0015389668,0.0
0.0013640131,0.0
0.0013026213,0.0
0.0013443916,0.0
0.0016803344,0.0
0.0013213457,0.0
0.0013018696,0.0
0.0012993786,0.0
0.0013222585,0.0
0.0014380142,0.0
0.0018048219,0.0
0.0013431975,0.0
0.0029020635,0.0
0.0012993786,0.0
0.0014053762,0.0
0.06732417,0.0
0.0018441087,0.0
0.040925063,0.0
0.0021144073,0.0
0.0023339354,0.0
0.0016891058,0.0
0.0013684402,0.0
0.0021008623,0.0
0.0013284107,0.0
0.0020168293,0.0
0.0012993786,0.0
0.001444654,0.0
0.0013938388,0.0
0.002383212,0.0
0.001577933,0.0
0.0025291496,0.0
0.098288886,0.0
0.0016699289,0.0
0.030363386,0.0
0.0013624661,0.0
0.0013496573,0.0
0.0013660645,0.0
0.001331325,0.0
0.0013478769,0.0
0.0026742623,0.0
0.0013470998,0.0
0.0012980934,0.0
0.0015644372,0.0
0.0018049567,0.0
0.001335591,0.0
0.0016346166,0.0
0.0013465938,0.0
0.00252759,0.0
0.0013947039,0.0
0.0013091903,0.0
0.0021406116,0.0
0.0014653408,0.0
0.0014022365,0.0
0.0013134361,0.0
0.06889579,0.0
0.0013092315,0.0
0.0013455792,0.0
0.0019127213,0.0
0.12806278,0.0
0.0016481346,0.0
0.0013068183,0.0
0.0019997861,0.0
0.0014925573,0.0
0.0020106942,0.0
0.0020447362,0.0
0.0026673186,0.0
0.0021597822,0.0
0.0019631921,0.0
0.001359823,0.0
0.002853161,0.0
0.0018654384,0.0
0.0024381983,0.0
0.0019352518,0.0
0.0022803142,0.0
0.0013159498,0.0
0.0013423932,0.0
0.0014352436,0.0
0.0021915126,0.0
0.021202153,0.0
0.0018036874,0.0
0.0013373641,0.0
0.0013165609,0.0
0.0013284018,0.0
0.0013101627,0.0
0.001452192,0.0
0.0020333147,0.0
0.0013368535,0.0
0.001314635,0.0
0.0013395757,0.0
0.0013496573,0.0
0.0020189045,0.0
0.0018970312,0.0
0.001462915,0.0
0.0013699254,0.0
0.0019261433,0.0
0.0013023311,0.0
0.0019917104,0.0
0.0015992306,0.0
0.038207833,0.0
0.001360457,0.0
0.0013189166,0.0
0.001342535,0.0
0.0013497999,0.0
0.0020568303,0.0
0.0014701701,0.0
0.0013379679,0.0
0.0013757757,0.0
0.0016748003,0.0
0.0012980934,0.0
0.0013152242,0.0
0.0018567259,0.0
0.0013330786,0.0
0.0013091423,0.0
0.0015543893,0.0
0.0019786882,0.0
0.0019133977,0.0
0.0013024681,0.0
0.001303181,0.0
0.001961877,0.0
0.0013403491,0.0
0.0020641682,0.0
0.0013169327,0.0
0.0013348414,0.0
0.0013018696,0.0
0.0017395548,0.0
0.0015708408,0.0
0.0033287893,0.0
0.0013137776,0.0
0.0013615775,0.0
0.0012993786,0.0
0.0013135918,0.0
0.0013099693,0.0
0.0013403491,0.0
0.0012988428,0.0
0.0014002583,0.0
0.0018893479,0.0
0.0013030277,0.0
0.0028401914,0.0
0.002359029,0.0
0.0013860315,0.0
0.001879732,0.0
0.0014810376,0.0
0.0019443609,0.0
0.07979451,0.0
0.0014545559,0.0
0.0014970624,0.0
0.001997108,0.0
0.0031074083,0.0
0.0016720536,0.0
0.14344952,1.0
0.0014168007,0.0
