"threshold","all","none","cabg only","avr only","cabg+avr","cabg+mvr","mvr only","aortic +/-other","other","double valve","not recorded"
0.67,-1.99025536643166,0,5.89987905247942e-05,0,-0.000162380304224276,0,0.000210970464135021,0.000419237773323376,-0.000394277345950209,0.00118168389955687,0.0010989010989011
0.68,-2.08370084663264,0,5.89987905247942e-05,0,-0.000177304964539007,0,0,-5.40423692174667e-05,-0.000836431226765799,0.000590841949778434,0
0.69,-2.18317506749176,0,5.89987905247942e-05,0,-0.000350796919087928,0,0,0.000167357014350864,-8.39429188152059e-05,0.000590841949778434,0
0.7,-2.28928090307482,0,5.89987905247942e-05,0,-0.000367743630154978,0,0,-7.20564922899555e-05,-0.000123915737298637,0.000590841949778434,0
0.71,-2.40270438249119,0,2.94993952623971e-05,0,-0.000385859079916307,0,0,-0.000313073035466703,-0.000166645301884374,0.000295420974889217,0
0.72,-2.52422953900874,0,2.94993952623971e-05,0,-0.000405268490374873,0,0,0.000216169476869866,-0.000212426978226235,0.000295420974889217,0
0.73,-2.65475655897202,0,2.94993952623971e-05,0,0,0,0,0.000216169476869866,0.000743494423791822,0.000295420974889217,0
0.74,-2.79532411893249,0,2.94993952623971e-05,0,0,0,0,0,0.000743494423791822,0.000295420974889217,0
0.75,-2.94713708368978,0,2.94993952623971e-05,0,0,0,0,0,0.000743494423791822,0.000295420974889217,0
0.76,-3.11160112884353,0,2.94993952623971e-05,0,0,0,0,0,0.000371747211895911,0.000295420974889217,0
0.77,-3.29036639531498,0,2.94993952623971e-05,0,0,0,0,0,0.000371747211895911,0.000295420974889217,0
0.78,-3.48538304964748,0,2.94993952623971e-05,0,0,0,0,0,0,0.000295420974889217,0
0.79,-3.69897271867832,0,2.94993952623971e-05,0,0,0,0,0,0,0.000295420974889217,0
0.8,-3.93392135461223,0,0,0,0,0,0,0,0,0,0
0.81,-4.19360142590761,0,0,0,0,0,0,0,0,0,0
0.82,-4.48213483845804,0,0,0,0,0,0,0,0,0,0
0.83,-4.80461335836733,0,0,0,0,0,0,0,0,0,0
0.84,-5.16740169326529,0,0,0,0,0,0,0,0,0,0
0.85,-5.57856180614964,0,0,0,0,0,0,0,0,0,0
0.86,-6.04845907801747,0,0,0,0,0,0,0,0,0,0
0.87,-6.59064823786497,0,0,0,0,0,0,0,0,0,0
0.88,-7.22320225768705,0,0,0,0,0,0,0,0,0,0
0.89,-7.97076609929497,0,0,0,0,0,0,0,0,0,0
0.9,-8.86784270922446,0,0,0,0,0,0,0,0,0,0
0.91,-9.96426967691607,0,0,0,0,0,0,0,0,0,0
0.92,-11.3348033865306,0,0,0,0,0,0,0,0,0,0
0.93,-13.096918156035,0,0,0,0,0,0,0,0,0,0
0.94,-15.4464045153741,0,0,0,0,0,0,0,0,0,0
0.95,-18.7356854184489,0,0,0,0,0,0,0,0,0,0
0.96,-23.6696067730612,0,0,0,0,0,0,0,0,0,0
0.97,-31.8928090307482,0,0,0,0,0,0,0,0,0,0
0.98,-48.3392135461223,0,0,0,0,0,0,0,0,0,0
0.99,-97.6784270922445,0,0,0,0,0,0,0,0,0,0
